100,
50,
8676,-1230,3065,156,-8397,-6709,-12745,15845,-12838,3518,12749,-12309,6593,-14324,-2172,-16050,-11844,-4274,11233,1056,10806,125,-1610,-3168,3203,-12956,15803,11493,-13578,-14036,16044,-2357,-11981,11731,-12662,7077,-5048,-14941,-15563,14366,13894,-1365,14360,-3140,13650,388,-16018,-8364,-8346,-7879
15883,11086,-5049,897,1900,5016,-11942,10786,-4996,8318,5318,8506,-7876,-4748,15515,-13690,6778,2244,-10235,3303,-4515,-1019,1482,-244,-14846,-1285,13858,15509,8427,-559,-3915,-6450,11196,12944,-2537,10934,-4042,15270,-1552,-6778,14160,16106,14969,9730,-14568,-15983,-1659,1931,3202,1480
971,-2402,-6044,-5349,2229,4320,-9649,-14037,-5548,3407,14557,10163,9045,-1727,-2475,-15427,5380,-981,15289,-9932,10188,3452,7019,-3144,2909,-13240,2116,-742,8293,-16063,-1394,-2401,1200,12604,-11417,-12382,-7154,-15999,-9832,-143,-15407,-13750,1940,-3226,6639,2871,9666,13481,13869,4835
-11377,6489,-1949,5664,-2884,-11940,-8496,4409,-480,-7906,-10115,14989,-4288,6314,5285,11542,-3713,4716,-5191,10572,11890,9890,5460,-17,6257,4256,-8515,-14105,6853,15395,-3564,-16024,3884,-11075,10696,-2322,-3323,15186,-11735,-4723,3033,7143,-12942,14775,-4575,2482,-14208,-16274,-12272,8347
-4600,16120,-11799,-4498,-2603,-8809,-15899,-7511,2290,6295,12602,15690,15525,-4660,-15028,-8977,9022,5779,-7349,-14137,-7233,-9263,-11116,4052,-390,-15794,-8134,-1819,-10780,13296,8671,4707,-4413,4085,-6278,-1513,-11699,9968,-12306,-4538,-352,1532,-14772,-3922,-4216,12703,12886,8824,-8882,5263
6282,-3402,-4430,13601,-9247,1960,-2413,7161,14943,5448,1027,-10390,-10140,-5690,10579,-1955,-8162,12511,-6246,7414,8185,734,11374,10270,10857,7368,-6149,-9762,-9436,-4796,207,-1093,10982,15385,-9503,-13061,-7474,6042,-10015,4283,10737,2813,15620,-13255,9182,4998,8673,-1536,2681,-3462
-2986,4415,968,7306,-1316,-5002,4747,14209,-5787,9436,-8720,1033,11261,-13357,-1057,-12838,-5963,10010,4587,14653,-12277,-6762,7330,10850,-13037,-6169,-13864,-424,11737,-4443,-10734,11856,-10702,14882,-4628,6721,-1337,-8244,16000,-15598,14157,3083,-4634,-1827,-8528,-6851,-2922,1787,2853,-1483
-4119,3171,-1813,-11458,2602,11242,-12543,5390,9462,-9638,16232,-15746,8557,-6167,-7648,1515,-2516,8879,-12445,11394,-2441,-10493,-9653,-4187,3604,7574,-15383,-5554,4430,-5883,9059,4769,-8099,15711,-1514,12273,13977,-12901,-9721,-15065,-15476,-4201,4641,10660,15947,-3654,-7592,-6992,9917,13244
-11474,-7544,11783,5819,9969,-8521,7462,-1042,8652,-11114,16349,6646,-8125,4224,13164,-5370,7433,13411,4783,-3111,8527,6933,-10573,-7931,-8418,4310,8019,-8598,-159,8772,-7596,-12036,4269,15906,8316,7685,-16151,-6766,-14707,5886,-9098,14547,2858,-15299,-8666,-7899,10267,-8153,-8342,3204
7879,223,-199,-9886,5909,12806,-858,-11779,14284,-3462,-123,16091,-4858,4403,7881,2908,9959,-13092,-6253,9522,-10206,-745,-13110,12720,5847,-3821,484,-693,9049,-282,-1180,-15491,13292,3838,7434,-6234,6477,-8499,9987,-765,8415,4098,-12832,2857,11455,10025,-14099,13972,-3532,12172
-1685,-15017,6074,12459,-1373,12642,2766,9581,612,16255,2838,-14401,3358,6521,11115,-3971,-6198,-7836,11544,-4387,-5405,11025,15380,3837,-12909,-9626,-14383,-7289,2504,8459,16046,-4579,3287,-16124,14116,3986,2445,927,3326,14199,-10000,-3579,4007,6113,9852,-5663,3316,11400,-10609,13032
2085,3039,11262,1157,11432,2995,4006,8759,4428,-2056,-852,-13969,5510,-12086,-927,9683,6079,-11524,-8499,-14294,11511,-7518,-12785,2388,-7850,11082,413,-14300,736,9076,-796,-13839,-8511,-14691,11915,7834,-4398,-6591,12138,-14649,5167,451,827,-3823,-3370,8230,2639,9630,8838,-2081
12694,-14526,682,-8863,-9257,-14311,-12374,1464,-3871,13361,-6383,-7258,6922,5491,5082,-13229,14374,3591,15416,-13588,-16154,3227,-5442,-10888,11780,-11465,15359,-15858,-4672,12608,-11255,3415,-16098,-1272,-14955,5864,15291,-5819,-3547,15150,4860,-10052,-5626,4236,9122,8938,12228,11563,-10934,-13602
2507,-12347,-7060,-15790,711,-11849,13639,14923,-1865,6233,16306,10868,7235,-14988,1688,-8156,16042,595,-6946,5637,1047,-12077,6980,1405,11644,2611,5195,7858,1703,6918,-201,14916,-16145,-13925,-8560,2922,8929,-13633,9071,13924,-11461,3213,-5177,10061,-2584,11030,11187,-15099,2986,-14904
5053,7542,1286,7972,-3548,3679,-4664,-8717,-7083,1607,-3577,3547,-6850,14311,-8644,-436,-1627,5532,1943,3527,-1147,13153,1055,1288,11390,170,-7247,-4917,-9046,4719,2996,12493,-16043,-3497,-1201,-3090,917,3595,-11174,9380,-1413,6120,-8745,-15114,-8920,-11007,6503,9788,-5100,-3231
15796,-9472,10044,6700,2385,-4294,9358,10431,-10,-5357,7236,7631,-14650,12613,-899,-14558,-7559,15078,7245,-3436,6283,-14988,11795,12853,12587,-16300,2599,-2764,-1108,10885,-2432,13780,13278,7867,-5214,-11222,-4323,-11917,-11509,-5723,4956,-10029,853,14032,-11009,7384,709,-11986,-6467,-8633
-14921,-5703,-5098,1211,2915,680,-12909,-13122,5730,-4765,-5226,-16068,6558,14875,15032,-632,-5641,14887,11528,-11575,-8345,-15159,-7786,14421,5414,-9910,-865,-5787,-11730,7875,3443,-7919,-2730,8822,-8732,29,-16175,-11647,-8761,7049,5247,-2119,-3414,-14294,6891,3844,12450,16081,-1355,-6932
-16258,-6039,16309,-7063,6088,9560,-3291,-8681,7420,-7565,13396,-2426,8852,-932,-2755,-11561,-4178,86,-6019,-10272,1415,-16118,-9245,4070,2148,-14997,-4130,-16038,15751,-8168,9570,4507,-14526,7303,12370,-10850,-12569,282,15600,11097,9844,-5180,-4076,10400,-3237,-15548,2468,-14721,10488,6285
10290,12519,-12097,7680,-9657,-6831,-4317,8749,5978,-2259,9922,-10488,11122,14450,3394,-7614,15577,13779,6192,14955,6522,-7260,-2916,4494,-10980,-7975,5035,10655,-9400,12963,-13152,-3467,-9297,14050,-2238,411,-12452,-7392,14893,14634,-3362,8818,15609,-766,-2980,3667,-15391,-16058,9982,-11943
